~from,~to,rssi,timestamp
WB2,WB1,-17,1752575
WB1,WB2,-18,1600021
WB5,WB2,-23,1625576
WB5,WB1,-29,1775209
WB3,WB1,-49,1646886
WB3,WB2,-52,1574862
WB4,WB2,-48,1581955
WB4,WB1,-34,1663780
WB2,WB1,-17,1593831
WB1,WB2,-19,1612406
WB5,WB2,-23,1540417
WB5,WB1,-28,1767236
WB4,WB1,-47,1737549
WB4,WB2,-46,1726369
WB2,WB1,-17,1766026
WB1,WB2,-18,1539987
WB5,WB1,-29,1527618
WB3,WB1,-48,1632792
WB4,WB2,-48,1507803
WB2,WB1,-15,1569840
WB1,WB2,-19,1610408
WB5,WB1,-28,1573249
WB5,WB2,-24,1568418
WB3,WB2,-52,1723981
WB4,WB2,-47,1772352
WB2,WB1,-26,1764075
WB1,WB2,-18,1743957
WB5,WB2,-23,1680265
WB5,WB1,-28,1529522
WB3,WB2,-53,1707177
WB3,WB1,-48,1793053
WB4,WB1,-32,1656776
WB2,WB1,-15,1760711
WB5,WB2,-24,1716743
WB5,WB1,-28,1589757
WB3,WB1,-48,1517790
WB3,WB2,-56,1633410
WB4,WB1,-35,1632459
WB2,WB1,-15,1588186
WB1,WB2,-19,1529972
WB5,WB1,-28,1639107
WB5,WB2,-24,1637894
WB3,WB1,-51,1561818
WB4,WB1,-44,1528172
WB1,WB2,-18,1560972
WB5,WB2,-23,1746366
WB5,WB1,-28,1542193
WB3,WB1,-52,1571160
WB3,WB2,-57,1646967
WB4,WB1,-35,1729477
WB1,WB2,-19,1524257
WB3,WB2,-54,1773369
WB4,WB1,-35,1520520
WB4,WB2,-57,1634051
WB2,WB1,-15,1687074
WB1,WB2,-18,1717032
WB5,WB2,-23,1752536
WB5,WB1,-29,1659599
WB3,WB1,-49,1575171
WB3,WB2,-55,1523150
WB4,WB2,-59,1697104
WB4,WB1,-43,1583243
WB2,WB1,-17,1673466
WB1,WB2,-19,1509223
WB5,WB2,-24,1617420
WB5,WB1,-29,1784464
WB4,WB1,-35,1582255
WB2,WB1,-15,1754040
WB1,WB2,-19,1675390
WB5,WB1,-29,1757052
WB5,WB2,-24,1727362
WB3,WB2,-55,1673496
WB3,WB1,-49,1742165
WB4,WB2,-55,1554184
WB2,WB1,-27,1635337
WB1,WB2,-18,1519766
WB5,WB2,-25,1740224
WB5,WB1,-28,1621917
WB4,WB1,-33,1509102
WB2,WB1,-26,1582958
WB1,WB2,-18,1703757
WB5,WB1,-28,1746266
WB5,WB2,-23,1670943
WB3,WB2,-54,1783638
WB3,WB1,-49,1536056
WB4,WB1,-33,1733112
WB2,WB1,-27,1579088
WB1,WB2,-19,1622961
WB5,WB2,-23,1621329
WB5,WB1,-28,1735283
WB3,WB1,-49,1641134
WB3,WB2,-53,1601555
WB4,WB1,-36,1541842
WB4,WB2,-55,1512135
WB5,WB2,-24,1508673
WB5,WB1,-28,1776527
WB3,WB2,-58,1694385
WB3,WB1,-50,1615336
WB4,WB1,-43,1592806
WB4,WB2,-54,1572253
WB2,WB1,-17,1759000
WB1,WB2,-18,1783370
WB5,WB2,-23,1587112
WB5,WB1,-29,1704196
WB3,WB1,-50,1630833
WB4,WB2,-46,1618606
WB2,WB1,-25,1717773
WB5,WB1,-28,1512292
WB5,WB2,-24,1776536
WB3,WB2,-54,1576191
WB3,WB1,-48,1733419
WB4,WB2,-48,1646497
WB5,WB2,-23,1531059
WB5,WB1,-28,1675494
WB3,WB1,-48,1593589
WB3,WB2,-53,1642892
WB4,WB1,-34,1598562
WB4,WB2,-56,1694787
WB2,WB1,-15,1577193
WB1,WB2,-19,1690731
WB5,WB2,-23,1738723
WB3,WB2,-54,1602828
WB3,WB1,-48,1560558
WB4,WB1,-44,1622974
WB4,WB2,-46,1578305
WB2,WB1,-16,1542733
WB1,WB2,-18,1712500
WB5,WB2,-25,1794420
WB5,WB1,-28,1789068
WB3,WB1,-52,1572557
WB4,WB1,-35,1761869
WB4,WB2,-54,1584320
WB2,WB1,-15,1695565
WB1,WB2,-18,1635535
WB5,WB1,-28,1610198
WB5,WB2,-25,1545717
WB3,WB1,-48,1780125
WB3,WB2,-52,1632740
WB4,WB1,-33,1774953
WB1,WB2,-19,1649260
WB5,WB1,-28,1564334
WB5,WB2,-23,1525623
WB3,WB2,-50,1689819
WB3,WB1,-48,1622899
WB4,WB2,-50,1599178
WB4,WB1,-33,1562504
WB2,WB1,-16,1501490
WB5,WB2,-23,1748104
WB5,WB1,-29,1640091
WB3,WB2,-56,1606852
WB4,WB1,-42,1643009
WB4,WB2,-48,1776395
WB2,WB1,-16,1659054
WB1,WB2,-18,1609432
WB5,WB2,-24,1653441
WB5,WB1,-28,1759624
WB3,WB2,-54,1545284
WB3,WB1,-49,1562465
WB4,WB1,-35,1651165
WB2,WB1,-16,1731486
WB1,WB2,-19,1636773
WB4,WB2,-48,1572878
WB1,WB2,-19,1588592
WB5,WB2,-23,1704672
WB5,WB1,-28,1522689
WB3,WB1,-49,1631064
WB3,WB2,-51,1535705
WB4,WB1,-45,1754118
WB2,WB1,-17,1616394
WB1,WB2,-19,1716516
WB5,WB2,-23,1783266
WB5,WB1,-29,1744980
WB3,WB2,-49,1594139
WB3,WB1,-47,1757955
WB4,WB2,-47,1743174
WB4,WB1,-36,1644588
WB2,WB1,-16,1532202
WB1,WB2,-18,1743278
WB5,WB2,-23,1644492
WB5,WB1,-28,1501191
WB3,WB2,-49,1764325
WB3,WB1,-47,1779798
WB4,WB2,-47,1774851
WB4,WB1,-36,1673293
WB2,WB1,-17,1754383
WB1,WB2,-19,1553044
WB5,WB2,-23,1729617
WB5,WB1,-29,1580178
WB3,WB1,-52,1760435
WB4,WB2,-48,1666880
WB4,WB1,-31,1570508
WB1,WB2,-19,1764803
WB5,WB2,-23,1790550
WB5,WB1,-28,1546861
WB3,WB2,-49,1662663
WB4,WB1,-45,1718404
WB1,WB2,-19,1614879
WB5,WB1,-28,1783560
WB5,WB2,-23,1571210
WB3,WB2,-51,1652786
WB3,WB1,-47,1529759
WB4,WB1,-46,1679674
WB4,WB2,-48,1508696
WB2,WB1,-16,1632548
WB5,WB2,-23,1531115
WB5,WB1,-28,1779755
WB3,WB1,-47,1542742
WB3,WB2,-51,1515910
WB4,WB1,-44,1793380
WB4,WB2,-48,1563997
WB5,WB2,-24,1721876
WB5,WB1,-28,1501874
WB3,WB1,-54,1712630
WB4,WB1,-45,1518470
WB4,WB2,-49,1587919
WB2,WB1,-16,1782389
WB1,WB2,-18,1767157
WB5,WB1,-27,1588291
WB5,WB2,-23,1714995
WB3,WB1,-54,1669510
WB4,WB2,-48,1751346
WB4,WB1,-44,1793157
WB2,WB1,-26,1748978
WB1,WB2,-18,1738660
WB5,WB2,-23,1720163
WB5,WB1,-28,1692132
WB3,WB1,-48,1518239
WB3,WB2,-48,1633184
WB4,WB1,-34,1592396
WB2,WB1,-17,1708248
WB1,WB2,-19,1685541
WB5,WB2,-23,1771721
WB5,WB1,-29,1585754
WB3,WB2,-49,1687390
WB3,WB1,-49,1720125
WB4,WB2,-48,1508345
WB4,WB1,-46,1691207
WB2,WB1,-17,1532544
WB1,WB2,-19,1779519
WB5,WB2,-23,1712418
WB3,WB2,-50,1647261
WB3,WB1,-49,1669752
WB4,WB1,-43,1522515
WB2,WB1,-15,1739893
WB1,WB2,-18,1782319
WB3,WB1,-52,1661397
WB3,WB2,-54,1717544
WB2,WB1,-15,1533972
WB1,WB2,-18,1606664
WB5,WB2,-23,1609838
WB5,WB1,-28,1760204
WB3,WB1,-52,1720179
WB3,WB2,-49,1523398
WB4,WB2,-47,1712817
WB2,WB1,-16,1651548
WB1,WB2,-18,1544710
WB5,WB2,-23,1620092
WB5,WB1,-29,1503940
WB3,WB1,-52,1790209
WB3,WB2,-48,1579988
WB4,WB2,-48,1653958
WB2,WB1,-17,1627191
WB1,WB2,-18,1720698
WB5,WB2,-23,1661886
WB5,WB1,-29,1701995
WB3,WB2,-50,1663356
WB3,WB1,-54,1543199
WB4,WB2,-47,1575198
WB2,WB1,-16,1587108
WB1,WB2,-19,1663268
WB5,WB2,-25,1778930
WB5,WB1,-28,1653654
WB3,WB2,-51,1603168
WB3,WB1,-53,1514115
WB4,WB2,-47,1699169
WB4,WB1,-44,1768554
WB2,WB1,-16,1537278
WB5,WB2,-23,1771310
WB3,WB2,-48,1752274
WB3,WB1,-52,1781978
WB4,WB1,-34,1756975
WB4,WB2,-49,1667718
WB2,WB1,-16,1526175
WB1,WB2,-19,1729188
WB5,WB2,-23,1716737
WB5,WB1,-28,1752672
WB3,WB1,-53,1511508
WB4,WB2,-47,1628109
WB4,WB1,-44,1593690
WB2,WB1,-16,1789766
WB1,WB2,-18,1728205
WB5,WB1,-28,1577450
WB5,WB2,-23,1512618
WB3,WB1,-50,1656983
WB4,WB1,-44,1628797
WB4,WB2,-48,1659644
WB5,WB2,-23,1725192
WB5,WB1,-27,1762157
WB3,WB2,-61,1523353
WB3,WB1,-54,1789189
WB4,WB2,-47,1617686
WB4,WB1,-44,1724278
WB2,WB1,-26,1532753
WB1,WB2,-19,1519627
WB5,WB1,-28,1656739
WB5,WB2,-23,1742144
WB3,WB2,-52,1729512
WB4,WB2,-49,1658874
WB4,WB1,-34,1704646
WB2,WB1,-17,1770242
WB1,WB2,-18,1571562
WB5,WB2,-23,1605479
WB5,WB1,-29,1607513
WB3,WB1,-51,1511719
WB3,WB2,-48,1533987
WB4,WB1,-42,1670445
WB4,WB2,-58,1583103
WB5,WB1,-29,1707794
WB5,WB2,-23,1562307
WB3,WB1,-54,1626561
WB3,WB2,-52,1513514
WB4,WB2,-47,1795325
WB4,WB1,-44,1566568
WB2,WB1,-17,1640341
WB5,WB2,-25,1634380
WB5,WB1,-29,1661753
WB3,WB1,-53,1739045
WB4,WB2,-48,1543292
WB4,WB1,-45,1604443
WB2,WB1,-17,1600384
WB1,WB2,-18,1520239
WB3,WB2,-57,1649483
WB3,WB1,-56,1774319
WB4,WB1,-44,1765907
WB4,WB2,-55,1733263
WB1,WB2,-18,1517059
WB5,WB2,-23,1642350
WB5,WB1,-29,1635079
WB3,WB1,-49,1730232
WB3,WB2,-49,1750388
WB4,WB2,-55,1703474
WB1,WB2,-19,1542277
WB5,WB2,-23,1612912
WB5,WB1,-29,1667920
WB3,WB1,-48,1681780
WB3,WB2,-48,1586989
WB4,WB2,-47,1678110
WB2,WB1,-17,1570404
WB1,WB2,-18,1730151
WB5,WB1,-28,1577460
WB5,WB2,-23,1618610
WB3,WB1,-48,1616067
WB3,WB2,-48,1544461
WB4,WB2,-48,1514560
WB4,WB1,-44,1564549
WB2,WB1,-16,1660049
WB1,WB2,-18,1725714
WB5,WB2,-25,1799641
WB5,WB1,-28,1754650
WB4,WB1,-45,1724815
WB2,WB1,-15,1702348
WB1,WB2,-19,1665165
WB5,WB2,-24,1764329
WB5,WB1,-29,1673403
WB3,WB1,-49,1604512
WB4,WB1,-34,1785401
WB1,WB2,-17,1550784
WB5,WB1,-29,1520181
WB5,WB2,-23,1512714
WB3,WB1,-52,1605868
WB4,WB2,-47,1612040
WB1,WB2,-18,1566989
WB5,WB2,-23,1500122
WB4,WB2,-47,1627533
WB2,WB1,-16,1744093
WB1,WB2,-18,1640018
WB5,WB2,-23,1643188
WB3,WB2,-49,1690812
WB3,WB1,-50,1689328
WB4,WB2,-47,1617295
WB4,WB1,-44,1777273
WB1,WB2,-18,1539068
WB5,WB2,-23,1725896
WB5,WB1,-29,1759054
WB4,WB2,-49,1718186
WB4,WB1,-34,1573560
WB1,WB2,-18,1776008
WB5,WB2,-23,1668841
WB5,WB1,-29,1710407
WB3,WB2,-49,1669421
WB3,WB1,-51,1538068
WB4,WB2,-46,1673527
WB4,WB1,-44,1708738
WB2,WB1,-15,1754591
WB1,WB2,-19,1622537
WB5,WB2,-23,1644031
WB5,WB1,-30,1503927
WB3,WB1,-48,1663981
WB4,WB1,-44,1728665
WB4,WB2,-47,1601604
WB2,WB1,-15,1556630
WB1,WB2,-19,1535350
WB5,WB2,-25,1760703
WB3,WB1,-49,1683737
WB3,WB2,-57,1581220
WB4,WB2,-47,1553144
WB4,WB1,-44,1689810
WB2,WB1,-16,1761228
WB1,WB2,-18,1763695
WB3,WB1,-53,1691580
WB2,WB1,-16,1557376
WB5,WB2,-23,1642543
WB5,WB1,-29,1676269
WB3,WB1,-48,1515320
WB3,WB2,-49,1706408
WB4,WB2,-53,1709692
WB2,WB1,-26,1640619
WB1,WB2,-19,1576532
WB5,WB1,-29,1713398
WB5,WB2,-24,1547540
WB3,WB1,-48,1548306
WB3,WB2,-49,1737750
WB4,WB1,-36,1679787
WB2,WB1,-26,1776764
WB1,WB2,-18,1518052
WB5,WB1,-28,1641763
WB5,WB2,-24,1758723
WB1,WB2,-28,1723740
WB2,WB1,-25,1671019
WB1,WB3,-67,1582030
WB3,WB1,-64,1706688
WB1,WB4,-63,1715716
WB4,WB1,-59,1749571
WB1,WB5,-68,1560986
WB5,WB1,-67,1681829
WB2,WB3,-28,1525426
WB3,WB2,-30,1686204
WB2,WB4,-30,1732698
WB4,WB2,-28,1518860
WB2,WB5,-39,1791089
WB5,WB2,-38,1543531
WB3,WB4,-73,1629512
WB4,WB3,-73,1523306
WB3,WB5,-68,1711381
WB5,WB3,-67,1537250
WB4,WB5,-67,1648781
WB5,WB4,-68,1528474
WB1,WB2,-35,1791169
WB2,WB1,-34,1765343
WB1,WB3,-39,1652551
WB3,WB1,-39,1576574
WB1,WB4,-40,1636688
WB4,WB1,-38,1705698
WB1,WB5,-35,1579128
WB5,WB1,-31,1732254
WB2,WB3,-68,1797432
WB3,WB2,-67,1753835
WB2,WB4,-77,1699678
WB4,WB2,-74,1640500
WB2,WB5,-67,1658761
WB5,WB2,-66,1551361
WB3,WB4,-71,1685327
WB4,WB3,-72,1544804
WB3,WB5,-71,1586177
WB5,WB3,-70,1623425
WB4,WB5,-72,1516103
WB5,WB4,-71,1595994
WB1,WB2,-73,1797805
WB2,WB1,-75,1542906
WB1,WB3,-73,1744365
WB3,WB1,-72,1688903
WB1,WB4,-74,1707390
WB4,WB1,-77,1799467
WB1,WB5,-74,1790182
WB5,WB1,-73,1552552
WB2,WB3,-68,1767011
WB3,WB2,-65,1619777
WB2,WB4,-64,1535276
WB4,WB2,-58,1512747
WB2,WB5,-59,1721241
WB5,WB2,-56,1584091
WB3,WB4,-68,1548958
WB4,WB3,-68,1786941
WB3,WB5,-72,1659230
WB5,WB3,-70,1664803
WB4,WB5,-71,1715366
WB5,WB4,-69,1703644
WB1,WB2,-26,1742110
WB2,WB1,-26,1798773
WB1,WB3,-36,1744220
WB3,WB1,-35,1564602
WB1,WB4,-33,1654106
WB4,WB1,-34,1618105
WB1,WB5,-41,1593443
WB5,WB1,-40,1552452
WB2,WB3,-64,1521153
WB3,WB2,-62,1591459
WB2,WB4,-73,1582226
WB4,WB2,-75,1578156
WB2,WB5,-68,1540055
WB5,WB2,-67,1537939
WB3,WB4,-66,1530743
WB4,WB3,-68,1676076
WB3,WB5,-72,1531021
WB5,WB3,-68,1611189
WB4,WB5,-65,1626553
WB5,WB4,-65,1699366
WB1,WB2,-76,1657716
WB2,WB1,-75,1572989
WB1,WB3,-80,1576025
WB3,WB1,-80,1762053
WB1,WB4,-64,1637320
WB4,WB1,-59,1653137
WB1,WB5,-76,1758578
WB5,WB1,-73,1645087
WB2,WB3,-78,1602301
WB3,WB2,-81,1791021
WB2,WB4,-67,1678530
WB4,WB2,-65,1582517
WB2,WB5,-76,1743494
WB5,WB2,-78,1671049
WB3,WB4,-71,1738175
WB4,WB3,-69,1551865
WB3,WB5,-71,1772038
WB5,WB3,-72,1623483
WB4,WB5,-71,1715070
WB5,WB4,-72,1753549
WB1,WB2,-32,1717650
WB2,WB1,-35,1676891
WB1,WB3,-33,1779235
WB3,WB1,-37,1585615
WB1,WB4,-29,1537116
WB4,WB1,-27,1745792
WB1,WB5,-31,1704188
WB5,WB1,-31,1528780
WB2,WB3,-64,1550525
WB3,WB2,-67,1797715
WB2,WB4,-74,1754350
WB4,WB2,-74,1580479
WB2,WB5,-71,1635204
WB5,WB2,-69,1663503
WB3,WB4,-68,1508666
WB4,WB3,-67,1789037
WB3,WB5,-76,1679579
WB5,WB3,-75,1797378
WB4,WB5,-71,1732676
WB5,WB4,-69,1624840
WB1,WB2,-35,1695955
WB2,WB1,-33,1645796
WB1,WB3,-31,1772848
WB3,WB1,-28,1625206
WB1,WB4,-66,1794006
WB4,WB1,-65,1648396
WB1,WB5,-28,1538327
WB5,WB1,-29,1605311
WB2,WB3,-33,1740526
WB3,WB2,-31,1720049
WB2,WB4,-25,1619688
WB4,WB2,-24,1667940
WB2,WB5,-27,1779372
WB5,WB2,-25,1646372
WB3,WB4,-34,1764259
WB4,WB3,-33,1536075
WB3,WB5,-23,1677502
WB5,WB3,-23,1563082
WB4,WB5,-25,1684976
WB5,WB4,-23,1641590
WB1,WB2,-30,1505276
WB2,WB1,-28,1686195
WB1,WB3,-66,1704571
WB3,WB1,-66,1539190
WB1,WB4,-69,1734914
WB4,WB1,-64,1762427
WB1,WB5,-68,1646026
WB5,WB1,-70,1596016
WB2,WB3,-39,1650923
WB3,WB2,-41,1624189
WB2,WB4,-32,1634752
WB4,WB2,-32,1722131
WB2,WB5,-39,1656316
WB5,WB2,-41,1519277
WB3,WB4,-69,1737540
WB4,WB3,-69,1711903
WB3,WB5,-70,1752752
WB5,WB3,-73,1550594
WB4,WB5,-64,1790590
WB5,WB4,-67,1543567
WB1,WB2,-30,1574386
WB2,WB1,-31,1651596
WB1,WB3,-61,1511585
WB3,WB1,-62,1795950
WB1,WB4,-26,1758657
WB4,WB1,-30,1690172
WB1,WB5,-32,1782770
WB5,WB1,-33,1749330
WB2,WB3,-24,1782590
WB3,WB2,-23,1663058
WB2,WB4,-29,1520559
WB4,WB2,-33,1572965
WB2,WB5,-26,1713482
WB5,WB2,-24,1622142
WB3,WB4,-34,1767933
WB4,WB3,-35,1566685
WB3,WB5,-30,1701691
WB5,WB3,-28,1546136
WB4,WB5,-20,1795344
WB5,WB4,-22,1550273
WB1,WB2,-74,1556817
WB2,WB1,-74,1617687
WB1,WB3,-67,1762759
WB3,WB1,-69,1535836
WB1,WB4,-71,1576116
WB4,WB1,-70,1599203
WB1,WB5,-68,1644011
WB5,WB1,-66,1763464
WB2,WB3,-78,1775110
WB3,WB2,-77,1558908
WB2,WB4,-72,1766216
WB4,WB2,-72,1523283
WB2,WB5,-70,1664800
WB5,WB2,-68,1706719
WB3,WB4,-73,1712770
WB4,WB3,-71,1663845
WB3,WB5,-61,1740535
WB5,WB3,-63,1791086
WB4,WB5,-74,1540229
WB5,WB4,-74,1736735
WB1,WB2,-28,1706861
WB2,WB1,-26,1509806
WB1,WB3,-34,1738600
WB3,WB1,-34,1549793
WB1,WB4,-33,1703413
WB4,WB1,-31,1787895
WB1,WB5,-38,1553190
WB5,WB1,-38,1560879
WB2,WB3,-72,1674334
WB3,WB2,-70,1555969
WB2,WB4,-63,1734467
WB4,WB2,-66,1502589
WB2,WB5,-66,1532797
WB5,WB2,-66,1626855
WB3,WB4,-71,1793295
WB4,WB3,-67,1604098
WB3,WB5,-67,1792371
WB5,WB3,-62,1719411
WB4,WB5,-61,1578793
WB5,WB4,-63,1743931
WB1,WB2,-70,1601264
WB2,WB1,-69,1783085
WB1,WB3,-77,1784072
WB3,WB1,-76,1529999
WB1,WB4,-75,1703050
WB4,WB1,-76,1738248
WB1,WB5,-79,1612243
WB5,WB1,-81,1746107
WB2,WB3,-75,1538466
WB3,WB2,-71,1764606
WB2,WB4,-70,1611002
WB4,WB2,-74,1785520
WB2,WB5,-72,1717018
WB5,WB2,-74,1670946
WB3,WB4,-67,1519971
WB4,WB3,-67,1532907
WB3,WB5,-68,1789649
WB5,WB3,-68,1601971
WB4,WB5,-72,1694110
WB5,WB4,-69,1536171
WB1,WB2,-34,1649724
WB2,WB1,-31,1696253
WB1,WB3,-35,1607120
WB3,WB1,-35,1799989
WB1,WB4,-28,1660911
WB4,WB1,-23,1676613
WB1,WB5,-39,1633468
WB5,WB1,-39,1530252
WB2,WB3,-63,1705779
WB3,WB2,-65,1638554
WB2,WB4,-77,1643843
WB4,WB2,-76,1743318
WB2,WB5,-73,1561988
WB5,WB2,-75,1616840
WB3,WB4,-67,1543538
WB4,WB3,-66,1611252
WB3,WB5,-63,1546558
WB5,WB3,-61,1695340
WB4,WB5,-67,1611796
WB5,WB4,-65,1717612
WB1,WB2,-31,1779973
WB2,WB1,-29,1745345
WB1,WB3,-28,1581217
WB3,WB1,-24,1587038
WB1,WB4,-38,1792716
WB4,WB1,-40,1721695
WB1,WB5,-74,1511365
WB5,WB1,-73,1574145
WB2,WB3,-26,1669873
WB3,WB2,-24,1752490
WB2,WB4,-68,1770540
WB4,WB2,-69,1640420
WB2,WB5,-30,1625859
WB5,WB2,-30,1526341
WB3,WB4,-33,1674852
WB4,WB3,-31,1567343
WB3,WB5,-31,1674809
WB5,WB3,-27,1560078
WB4,WB5,-29,1547847
WB5,WB4,-31,1791432
WB1,WB2,-31,1657216
WB2,WB1,-31,1731659
WB1,WB3,-29,1559609
WB3,WB1,-30,1592507
WB1,WB4,-25,1512905
WB4,WB1,-25,1693035
WB1,WB5,-33,1513759
WB5,WB1,-31,1606282
WB2,WB3,-57,1572399
WB3,WB2,-54,1505449
WB2,WB4,-70,1622782
WB4,WB2,-71,1789961
WB2,WB5,-72,1703923
WB5,WB2,-71,1525368
WB3,WB4,-70,1674203
WB4,WB3,-68,1687732
WB3,WB5,-66,1684372
WB5,WB3,-68,1558985
WB4,WB5,-69,1573682
WB5,WB4,-69,1517064
WB1,WB2,-67,1573739
WB2,WB1,-63,1761917
WB1,WB3,-72,1629500
WB3,WB1,-74,1654053
WB1,WB4,-78,1542694
WB4,WB1,-78,1756964
WB1,WB5,-61,1758746
WB5,WB1,-60,1662653
WB2,WB3,-73,1699606
WB3,WB2,-73,1731160
WB2,WB4,-71,1719474
WB4,WB2,-71,1553108
WB2,WB5,-68,1539424
WB5,WB2,-68,1713875
WB3,WB4,-74,1532966
WB4,WB3,-74,1636658
WB3,WB5,-60,1534585
WB5,WB3,-59,1723150
WB4,WB5,-68,1698560
WB5,WB4,-68,1539327
WB1,WB2,-27,1572340
WB2,WB1,-29,1684088
WB1,WB3,-26,1775190
WB3,WB1,-23,1788814
WB1,WB4,-68,1537725
WB4,WB1,-67,1666866
WB1,WB5,-31,1530524
WB5,WB1,-31,1738814
WB2,WB3,-29,1679486
WB3,WB2,-31,1547928
WB2,WB4,-63,1703222
WB4,WB2,-60,1616805
WB2,WB5,-72,1672439
WB5,WB2,-71,1667805
WB3,WB4,-31,1650751
WB4,WB3,-33,1607534
WB3,WB5,-31,1745207
WB5,WB3,-29,1609131
WB4,WB5,-71,1622535
WB5,WB4,-76,1696466
WB1,WB2,-37,1664024
WB2,WB1,-40,1716928
WB1,WB3,-26,1583586
WB3,WB1,-27,1715919
WB1,WB4,-37,1567624
WB4,WB1,-35,1783071
WB1,WB5,-34,1790180
WB5,WB1,-34,1706217
WB2,WB3,-68,1572741
WB3,WB2,-67,1634369
WB2,WB4,-66,1755744
WB4,WB2,-70,1689622
WB2,WB5,-64,1682522
WB5,WB2,-60,1726392
WB3,WB4,-70,1544681
WB4,WB3,-70,1634862
WB3,WB5,-72,1576409
WB5,WB3,-73,1688064
WB4,WB5,-63,1734953
WB5,WB4,-64,1653335
WB1,WB2,-65,1594892
WB2,WB1,-69,1613001
WB1,WB3,-72,1733155
WB3,WB1,-70,1630808
WB1,WB4,-70,1583174
WB4,WB1,-69,1510764
WB1,WB5,-70,1799101
WB5,WB1,-67,1541999
WB2,WB3,-55,1722836
WB3,WB2,-57,1568746
WB2,WB4,-66,1702858
WB4,WB2,-70,1536497
WB2,WB5,-69,1726970
WB5,WB2,-68,1674933
WB3,WB4,-78,1784448
WB4,WB3,-80,1660943
WB3,WB5,-74,1691020
WB5,WB3,-74,1551306
WB4,WB5,-69,1669555
WB5,WB4,-67,1782488
WB1,WB2,-80,1560068
WB2,WB1,-80,1695955
WB1,WB3,-67,1625619
WB3,WB1,-66,1531115
WB1,WB4,-66,1725256
WB4,WB1,-64,1602625
WB1,WB5,-73,1591767
WB5,WB1,-72,1645465
WB2,WB3,-74,1655771
WB3,WB2,-73,1751839
WB2,WB4,-68,1642818
WB4,WB2,-69,1504092
WB2,WB5,-75,1650209
WB5,WB2,-74,1545285
WB3,WB4,-76,1739025
WB4,WB3,-75,1547880
WB3,WB5,-77,1729842
WB5,WB3,-75,1687139
WB4,WB5,-76,1536506
WB5,WB4,-75,1736394
