source,destination,rssi,timestamp
WB5,WB1,-28,1281773
WB3,WB1,-52,1378826
WB3,WB2,-57,1378826
WB4,WB1,-35,1393925
WB1,WB2,-19,1241554
WB3,WB2,-54,1386839
WB4,WB1,-35,1401936
WB4,WB2,-57,1401936
WB2,WB1,-15,1290018
WB1,WB2,-18,1249564
WB5,WB2,-23,1297793
WB5,WB1,-29,1297793
WB3,WB1,-49,1394850
WB3,WB2,-55,1394850
WB4,WB2,-59,1409948
WB4,WB1,-43,1409948
WB2,WB1,-17,1298028
WB1,WB2,-19,1257574
WB5,WB2,-24,1305804
WB5,WB1,-29,1305804
WB4,WB1,-35,1417959
WB2,WB1,-15,1306040
WB1,WB2,-19,1265584
WB5,WB1,-29,1313815
WB5,WB2,-24,1313815
WB3,WB2,-55,1410870
WB3,WB1,-49,1410870
WB4,WB2,-55,1425969
WB2,WB1,-27,1314050
WB1,WB2,-18,1273591
WB5,WB2,-25,1321826
WB5,WB1,-28,1321826
WB4,WB1,-33,1433979
WB2,WB1,-26,1322060
WB1,WB2,-18,1281601
WB5,WB1,-28,1329837
WB5,WB2,-23,1329837
WB3,WB2,-54,1426890
WB3,WB1,-49,1426890
WB4,WB1,-33,1441990
WB2,WB1,-27,1330072
WB1,WB2,-19,1289611
WB5,WB2,-23,1337848
WB5,WB1,-28,1337848
WB3,WB1,-49,1434900
WB3,WB2,-53,1434900
WB4,WB1,-36,1450001
WB4,WB2,-55,1450001
WB5,WB2,-24,1345858
WB5,WB1,-28,1345858
WB3,WB2,-58,1442911
WB3,WB1,-50,1442911
WB4,WB1,-43,1458011
WB4,WB2,-54,1458011
WB2,WB1,-17,1346087
WB1,WB2,-18,1305633
WB5,WB2,-23,1353868
WB5,WB1,-29,1353868
WB3,WB1,-50,1450922
WB4,WB2,-46,1466022
WB2,WB1,-25,1354098
WB5,WB1,-28,1361880
WB5,WB2,-24,1361880
WB3,WB2,-54,1458934
WB3,WB1,-48,1458934
WB4,WB2,-48,1474033
WB5,WB2,-23,1369891
WB5,WB1,-28,1369891
WB3,WB1,-48,1466944
WB3,WB2,-53,1466944
WB4,WB1,-34,1482045
WB4,WB2,-56,1482045
WB2,WB1,-15,1370120
WB1,WB2,-19,1329658
WB5,WB2,-23,1377902
WB3,WB2,-54,1474955
WB3,WB1,-48,1474955
WB4,WB1,-44,1490057
WB4,WB2,-46,1490057
WB2,WB1,-16,1378130
WB1,WB2,-18,1337668
WB5,WB2,-25,1385914
WB5,WB1,-28,1385914
WB3,WB1,-52,1482966
WB4,WB1,-35,1498067
WB4,WB2,-54,1498067
WB2,WB1,-15,1386138
WB1,WB2,-18,1345676
WB5,WB1,-28,1393924
WB5,WB2,-25,1393924
WB3,WB1,-48,1490976
WB3,WB2,-52,1490976
WB4,WB1,-33,1506078
WB1,WB2,-19,1353684
WB5,WB1,-28,1401934
WB5,WB2,-23,1401934
WB3,WB2,-50,1498987
WB3,WB1,-48,1498987
WB4,WB2,-50,1514088
WB4,WB1,-33,1514088
WB2,WB1,-16,1402159
WB5,WB2,-23,1409946
WB5,WB1,-29,1409946
WB3,WB2,-56,1506999
WB4,WB1,-42,1522099
WB4,WB2,-48,1522099
WB2,WB1,-16,1410169
WB1,WB2,-18,1369703
WB5,WB2,-24,1417956
WB5,WB1,-28,1417956
WB3,WB2,-54,1515010
WB3,WB1,-49,1515010
WB4,WB1,-35,1530110
WB2,WB1,-16,1418179
WB1,WB2,-19,1377713
WB4,WB2,-48,1538120
WB1,WB2,-19,1385723
WB5,WB2,-23,1433976
WB5,WB1,-28,1433976
WB3,WB1,-49,1531031
WB3,WB2,-51,1531031
WB4,WB1,-45,1546131
WB2,WB1,-17,1434201
WB1,WB2,-19,1393733
WB5,WB2,-23,1441987
WB5,WB1,-29,1441987
WB3,WB2,-49,1539043
WB3,WB1,-47,1539043
WB4,WB2,-47,1554143
WB4,WB1,-36,1554143
WB2,WB1,-16,1442210
WB1,WB2,-18,1401739
WB5,WB2,-23,1449998
WB5,WB1,-28,1449998
WB3,WB2,-49,1547052
WB3,WB1,-47,1547052
WB4,WB2,-47,1562153
WB4,WB1,-36,1562153
WB2,WB1,-17,1450218
WB1,WB2,-19,1409750
WB5,WB2,-23,1458007
WB5,WB1,-29,1458007
WB3,WB1,-52,1555063
WB4,WB2,-48,1570163
WB4,WB1,-31,1570163
WB1,WB2,-19,1417761
WB5,WB2,-23,1466019
WB5,WB1,-28,1466019
WB3,WB2,-49,1563074
WB4,WB1,-45,1578173
WB1,WB2,-19,1425771
WB5,WB1,-28,1474030
WB5,WB2,-23,1474030
WB3,WB2,-51,1571086
WB3,WB1,-47,1571086
WB4,WB1,-46,1586185
WB4,WB2,-48,1586185
WB2,WB1,-16,1474249
WB5,WB2,-23,1482040
WB5,WB1,-28,1482040
WB3,WB1,-47,1579096
WB3,WB2,-51,1579096
WB4,WB1,-44,1594197
WB4,WB2,-48,1594197
WB5,WB2,-24,1490051
WB5,WB1,-28,1490051
WB3,WB1,-54,1587106
WB4,WB1,-45,1602208
WB4,WB2,-49,1602208
WB2,WB1,-16,1490267
WB1,WB2,-18,1449798
WB5,WB1,-27,1498062
WB5,WB2,-23,1498062
WB3,WB1,-54,1595117
WB4,WB2,-48,1610218
WB4,WB1,-44,1610218
WB2,WB1,-26,1498277
WB1,WB2,-18,1457807
WB5,WB2,-23,1506083
WB5,WB1,-28,1506083
WB3,WB1,-48,1603129
WB3,WB2,-48,1603129
WB4,WB1,-34,1618228
WB2,WB1,-17,1506287
WB1,WB2,-19,1465817
WB5,WB2,-23,1514092
WB5,WB1,-29,1514092
WB3,WB2,-49,1611140
WB3,WB1,-49,1611140
WB4,WB2,-48,1626239
WB4,WB1,-46,1626239
WB2,WB1,-17,1514299
WB1,WB2,-19,1473825
WB5,WB2,-23,1522103
WB3,WB2,-50,1619150
WB3,WB1,-49,1619150
WB4,WB1,-43,1634249
WB2,WB1,-15,1522307
WB1,WB2,-18,1481836
WB3,WB1,-52,1627162
WB3,WB2,-54,1627162
WB2,WB1,-15,1530318
WB1,WB2,-18,1489845
WB5,WB2,-23,1538121
WB5,WB1,-28,1538121
WB3,WB1,-52,1635172
WB3,WB2,-49,1635172
WB4,WB2,-47,1650269
WB2,WB1,-16,1538329
WB1,WB2,-18,1497855
WB5,WB2,-23,1546132
WB5,WB1,-29,1546132
WB3,WB1,-52,1643183
WB3,WB2,-48,1643183
WB4,WB2,-48,1658281
WB2,WB1,-17,1546341
WB1,WB2,-18,1505866
WB5,WB2,-23,1554144
WB5,WB1,-29,1554144
WB3,WB2,-50,1651195
WB3,WB1,-54,1651195
WB4,WB2,-47,1666291
WB2,WB1,-16,1554351
WB1,WB2,-19,1513876
WB5,WB2,-25,1562155
WB5,WB1,-28,1562155
WB3,WB2,-51,1659206
WB3,WB1,-53,1659206
WB4,WB2,-47,1674301
WB4,WB1,-44,1674301
WB2,WB1,-16,1562363
WB5,WB2,-23,1570167
WB3,WB2,-48,1667218
WB3,WB1,-52,1667218
WB4,WB1,-34,1682311
WB4,WB2,-49,1682311
WB2,WB1,-16,1570374
WB1,WB2,-19,1529893
WB5,WB2,-23,1578178
WB5,WB1,-28,1578178
WB3,WB1,-53,1675230
WB4,WB2,-47,1690323
WB4,WB1,-44,1690323
WB2,WB1,-16,1578381
WB1,WB2,-18,1537902
WB5,WB1,-28,1586188
WB5,WB2,-23,1586188
WB3,WB1,-50,1683241
WB4,WB1,-44,1698333
WB4,WB2,-48,1698333
WB5,WB2,-23,1594199
WB5,WB1,-27,1594199
WB3,WB2,-61,1691251
WB3,WB1,-54,1691251
WB4,WB2,-47,1706345
WB4,WB1,-44,1706345
WB2,WB1,-26,1594402
WB1,WB2,-19,1553916
WB5,WB1,-28,1602209
WB5,WB2,-23,1602209
WB3,WB2,-52,1699262
WB4,WB2,-49,1714355
WB4,WB1,-34,1714355
WB2,WB1,-17,1602410
WB1,WB2,-18,1561924
WB5,WB2,-23,1610220
WB5,WB1,-29,1610220
WB3,WB1,-51,1707273
WB3,WB2,-48,1707273
WB4,WB1,-42,1722366
WB4,WB2,-58,1722366
WB5,WB1,-29,1618231
WB5,WB2,-23,1618231
WB3,WB1,-54,1715283
WB3,WB2,-52,1715283
WB4,WB2,-47,1730378
WB4,WB1,-44,1730378
WB2,WB1,-17,1618430
WB5,WB2,-25,1626242
WB5,WB1,-29,1626242
WB3,WB1,-53,1723295
WB4,WB2,-48,1738389
WB4,WB1,-45,1738389
WB2,WB1,-17,1626440
WB1,WB2,-18,1585956
WB3,WB2,-57,1731307
WB3,WB1,-56,1731307
WB4,WB1,-44,1746400
WB4,WB2,-55,1746400
WB1,WB2,-18,1593964
WB5,WB2,-23,1642260
WB5,WB1,-29,1642260
WB3,WB1,-49,1739317
WB3,WB2,-49,1739317
WB4,WB2,-55,1754411
WB1,WB2,-19,1601974
WB5,WB2,-23,1650271
WB5,WB1,-29,1650271
WB3,WB1,-48,1747327
WB3,WB2,-48,1747327
WB4,WB2,-47,1762423
WB2,WB1,-17,1650469
WB1,WB2,-18,1609983
WB5,WB1,-28,1658281
WB5,WB2,-23,1658281
WB3,WB1,-48,1755337
WB3,WB2,-48,1755337
WB4,WB2,-48,1770433
WB4,WB1,-44,1770433
WB2,WB1,-16,1658480
WB1,WB2,-18,1617993
WB5,WB2,-25,1666293
WB5,WB1,-28,1666293
WB4,WB1,-45,1778444
WB2,WB1,-15,1666489
WB1,WB2,-19,1626001
WB5,WB2,-24,1674305
WB5,WB1,-29,1674305
WB3,WB1,-49,1771357
WB4,WB1,-34,1786454
WB1,WB2,-17,1634008
WB5,WB1,-29,1682315
WB5,WB2,-23,1682315
WB3,WB1,-52,1779368
WB4,WB2,-47,1794465
WB1,WB2,-18,1642018
WB5,WB2,-23,1690325
WB4,WB2,-47,1802477
WB2,WB1,-16,1690516
WB1,WB2,-18,1650027
WB5,WB2,-23,1698336
WB3,WB2,-49,1795388
WB3,WB1,-50,1795388
WB4,WB2,-47,1810487
WB4,WB1,-44,1810487
WB1,WB2,-18,1658037
WB5,WB2,-23,1706347
WB5,WB1,-29,1706347
WB4,WB2,-49,1818497
WB4,WB1,-34,1818497
WB1,WB2,-18,1666048
WB5,WB2,-23,1714358
WB5,WB1,-29,1714358
WB3,WB2,-49,1811407
WB3,WB1,-51,1811407
WB4,WB2,-46,1826508
WB4,WB1,-44,1826508
WB2,WB1,-15,1714546
WB1,WB2,-19,1674058
WB5,WB2,-23,1722369
WB5,WB1,-30,1722369
WB3,WB1,-48,1819417
WB4,WB1,-44,1834519
WB4,WB2,-47,1834519
WB2,WB1,-15,1722556
WB1,WB2,-19,1682068
WB5,WB2,-25,1730380
WB3,WB1,-49,1827427
WB3,WB2,-57,1827427
WB4,WB2,-47,1842529
WB4,WB1,-44,1842529
WB2,WB1,-16,1730567
WB1,WB2,-18,1690075
WB3,WB1,-53,1835440
WB2,WB1,-16,1738576
WB5,WB2,-23,1746400
WB5,WB1,-29,1746400
WB3,WB1,-48,1843450
WB3,WB2,-49,1843450
WB4,WB2,-53,1858548
WB2,WB1,-26,1746587
WB1,WB2,-19,1706094
WB5,WB1,-29,1754410
WB5,WB2,-24,1754410
WB3,WB1,-48,1851461
WB3,WB2,-49,1851461
WB4,WB1,-36,1866559
WB2,WB1,-26,1754597
WB1,WB2,-18,1714102
WB5,WB1,-28,1762421
WB5,WB2,-24,1762421
WB3,WB2,-49,1859471
WB3,WB1,-49,1859471
WB2,WB1,-17,1762607
WB1,WB2,-18,1722112
WB5,WB1,-28,1770432
WB5,WB2,-24,1770432
WB3,WB1,-53,1867482
WB4,WB2,-47,1882579
WB1,WB2,-18,1730122
WB5,WB1,-28,1778444
WB5,WB2,-23,1778444
WB3,WB1,-49,1875491
WB3,WB2,-48,1875491
WB4,WB1,-46,1890590
WB5,WB2,-22,1786454
WB5,WB1,-27,1786454
WB4,WB1,-62,1898600
WB4,WB2,-46,1898600
WB2,WB1,-46,1786635
WB2,WB1,-29,1794644
WB1,WB2,-32,1754154
